address,area,block,direction,land_feature,land_type,length,price,price_m2,property_back_condition,property_legal_document,property_road_condition,region,size,ward,width
"Đường sông Thao Bầu Hàm, Xã Hưng Thịnh, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,Đất nông nghiệp,20 m,159000000,"1,33 triệu/m2",Nở hậu,,,Đồng Nai,120 m2,Xã Hưng Thịnh,6 m
"Phùng Hưng, Xã An Viễn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,Mặt tiền,Đất nền dự án,20 m,1700000000,17 triệu/m2,,Đã có sổ,,Đồng Nai,100 m2,Xã An Viễn,5 m
"Đường Nam Lộ 101, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,48 m,1670000000,"1,59 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,1048 m2,Xã Túc Trưng,22 m
"Đường Trảng Bom, Xã An Viễn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,Đất nông nghiệp,20 m,370000000,"3,7 triệu/m2",,Đã có sổ,,Đồng Nai,100 m2,Xã An Viễn,5 m
"Chiến Thắng - Nam Hà (Hồ Thị Hương nối dài), Xã Bảo Hoà, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Đông Nam,,Đất nông nghiệp,84 m,1800000000,900.000 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,2000 m2,Xã Bảo Hoà,25 m
"Đường Võ Thị Sáu, Xã Phú Đông, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất nông nghiệp,23 m,675000000,"1,17 triệu/m2",,Đã có sổ,,Đồng Nai,575 m2,Xã Phú Đông,23 m
"chốt mỹ xuân tây, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,,,Mặt tiền,Đất thổ cư,136 m,10500000000,"1,2 triệu/m2",,Đã có sổ,,Đồng Nai,8776 m2,Xã Xuân Tây,65 m
"Đường Suối Quýt, Xã Cẩm Đường, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất thổ cư,110 m,6500000000,"2,95 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,2200 m2,Xã Cẩm Đường,16.8 m
"khu du lịch bò cạp vàng, Xã Vĩnh Thanh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,Mặt tiền,Đất thổ cư,50 m,1750000000,"1,75 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,1000 m2,Xã Vĩnh Thanh,20 m
"Đường Bàu Cạn, Xã Bàu Cạn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất nông nghiệp,27 m,1600000000,"1,56 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,1026 m2,Xã Bàu Cạn,38 m
"Đường Hùng Vương, Xã Long Thọ, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,Mặt tiền,Đất thổ cư,32 m,2900000000,"8,98 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,323 m2,Xã Long Thọ,10 m
"dân cư, Xã Hiếu Liêm, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,Mặt tiền,Đất thổ cư,52 m,5400000000,1 triệu/m2,,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,5400 m2,Xã Hiếu Liêm,103 m
"Đường xe hơi, Xã Xuân Đông, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,,,,Đất nông nghiệp,,9200000000,397.941 đ/m2,,Đã có sổ,,Đồng Nai,23119 m2,Xã Xuân Đông,
"Đường Võ Nguyên Giáp, Xã Bình Minh, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Tây Bắc,Mặt tiền,Đất thổ cư,25 m,3500000000,"13,73 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,255 m2,Xã Bình Minh,5 m
"Đường Quốc Lộ 20, Xã Phú Ngọc, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,87 m,570000000,570.000 đ/m2,,Đã có sổ,,Đồng Nai,1000 m2,Xã Phú Ngọc,20 m
"Đường Hùng Vương, Xã Long Thọ, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất nông nghiệp,15 m,800000000,"7,62 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,105 m2,Xã Long Thọ,7 m
"Đường Nam Cao, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,Mặt tiền,Đất thổ cư,21 m,1150000000,"11,06 triệu/m2",,Đã có sổ,,Đồng Nai,104 m2,Phường Phước Tân,5 m
"Đường An Chu 11, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,Mặt tiền,Đất thổ cư,25 m,1400000000,"8,97 triệu/m2",Nở hậu,,Hẻm xe hơi,Đồng Nai,156 m2,Xã Bắc Sơn,65 m
"xa lộ 25, Xã Hưng Lộc, Huyện Thống Nhất, Đồng Nai",Huyện Thống Nhất,,,Mặt tiền,Đất thổ cư,25 m,1100000,8.800 đ/m2,Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,125 m2,Xã Hưng Lộc,5 m
"Đường Bàu Cạn, Xã Bàu Cạn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất nông nghiệp,,1690000000,"1,6 triệu/m2",,,,Đồng Nai,1059 m2,Xã Bàu Cạn,38 m
"Đường Tỉnh lộ 762, Thị trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,Mặt tiền,Đất nông nghiệp,25 m,650000000,990.853 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,656 m2,Thị trấn Vĩnh An,30 m
"QL 51, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,Mặt tiền,Đất thổ cư,22 m,3600000000,"5,52 triệu/m2",,Đã có sổ,,Đồng Nai,652 m2,Phường Tam Phước,30 m
"ĐT 761, Xã Ngọc Định, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất nông nghiệp,,3200000000,650.142 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,4922 m2,Xã Ngọc Định,
"Đường Đồng Khởi, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Đất thổ cư,17 m,199000000,"2,8 triệu/m2",,Đã có sổ,,Đồng Nai,71 m2,Phường Tân Hiệp,4 m
"Đường 101 Nam Lộ, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,50 m,2600000000,"1,48 triệu/m2",,Đã có sổ,,Đồng Nai,1754 m2,Xã Túc Trưng,19 m
"phân trường 2, ấp 3, Xã Hiếu Liêm, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Đất nông nghiệp,,900000000,50.000 đ/m2,,Giấy tờ khác,,Đồng Nai,18000 m2,Xã Hiếu Liêm,
"101, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Đông Nam,Mặt tiền,Đất thổ cư,120 m,11000000000,"1,38 triệu/m2",,Đã có sổ,,Đồng Nai,8000 m2,Xã Túc Trưng,68 m
"Đường Quốc lộ 1A, Xã Bảo Hoà, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,Mặt tiền,Đất thổ cư,38 m,1200000000,"1,2 triệu/m2",,Đã có sổ,,Đồng Nai,1000 m2,Xã Bảo Hoà,27 m
"Đường ĐT 769, Xã Lộc An, Huyện Long Thành, Đồng Nai",Huyện Long Thành,"Đất khu dân cư Long Thành Full Thổ, mặt tiền ĐT769",,Mặt tiền,Đất thổ cư,20 m,1700000000,17 triệu/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,100 m2,Xã Lộc An,5 m
"Đường Quốc lộ 1A, Xã Bảo Hoà, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Bắc,Mặt tiền,Đất nông nghiệp,,950000000,950.000 đ/m2,,Đã có sổ,,Đồng Nai,1000 m2,Xã Bảo Hoà,
"Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,Mặt tiền,Đất nền dự án,43 m,18000000,18.000 đ/m2,,,,Đồng Nai,1000 m2,Phường Phước Tân,24 m
"Đường Hàm Nghi, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Khu dân cư,Đông Nam,,Đất thổ cư,37 m,1900000000,"7,82 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,243 m2,Phường Tam Phước,6 m
"mặt tiền đường 32met, Xã Phước Bình, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,Mặt tiền,Đất thổ cư,20 m,500000000,5 triệu/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,100 m2,Xã Phước Bình,5 m
"Đường Quốc Lộ 20, Xã Phú Bình, Huyện Tân Phú, Đồng Nai",Huyện Tân Phú,,Đông Nam,,Đất nông nghiệp,,3400000000,335.537 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,10133 m2,Xã Phú Bình,
"Đường 20, Xã Hưng Thịnh, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,Mặt tiền,Đất nền dự án,,1300000000,"1,25 triệu/m2",,Đã có sổ,,Đồng Nai,1039 m2,Xã Hưng Thịnh,
"Đường ĐT 769, Xã Bình Sơn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất nền dự án,20 m,1900000000,19 triệu/m2,,Đã có sổ,,Đồng Nai,100 m2,Xã Bình Sơn,5 m
"Đường Đoàn Thị Điểm, Thị trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Đất nông nghiệp,35 m,560000000,"1,45 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,386 m2,Thị trấn Vĩnh An,11 m
"Đường Quốc lộ 1A, Xã Xuân Hưng, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,Mặt tiền,Đất thổ cư,30 m,600000000,"3,33 triệu/m2",,Đang chờ sổ,,Đồng Nai,180 m2,Xã Xuân Hưng,6 m
"MTQL1A, Xã Xuân Hòa, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,Mặt tiền,Đất thổ cư,64 m,2145000000,"6,08 triệu/m2",,Đã có sổ,,Đồng Nai,353 m2,Xã Xuân Hòa,5.5 m
"569a/a2 khu phố nhị hoà, Đường Đặng Văn Trơn, Phường Hiệp Hoà, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,"569a/a2 kp nhị hoà,phường hiệp hoà Biên Hoà Đồng Nai",,,Đất thổ cư,30 m,9600000000,"2,52 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,3805 m2,Phường Hiệp Hoà,12 m
"Đường Phùng Hưng, Xã An Viễn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,Đất thổ cư,22 m,1150000000,"10,45 triệu/m2",,Đã có sổ,,Đồng Nai,110 m2,Xã An Viễn,5 m
"Làng Thượng, Xã Gia Canh, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Đông Bắc,,Đất thổ cư,30 m,590000000,"3,96 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,149 m2,Xã Gia Canh,5 m
"Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,Đất thổ cư,50 m,24000000000,"19,2 triệu/m2",,Đã có sổ,,Đồng Nai,1250 m2,Phường Phước Tân,25 m
"Đường ĐT 765, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,Xuan tây 1,Đông Nam,Mặt tiền,Đất thổ cư,45 m,570000,111 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,5123 m2,Xã Xuân Tây,110 m
"Đường Phước Bình, Xã Phước Bình, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất nền dự án,,1400000000,14 triệu/m2,,,,Đồng Nai,100 m2,Xã Phước Bình,
"Đường Phước Bình, Xã Phước Bình, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,Mặt tiền,Đất thổ cư,20 m,1400000000,14 triệu/m2,,,,Đồng Nai,100 m2,Xã Phước Bình,5 m
"khu pho 2, Thị trấn Gia Ray, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,,Đất thổ cư,27 m,250000000,332.446 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,752 m2,Thị trấn Gia Ray,27.23 m
"Đường Phước Bình, Xã Phước Bình, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất thổ cư,22 m,1540000000,14 triệu/m2,,,,Đồng Nai,110 m2,Xã Phước Bình,5 m
"Đường Phước bình, Xã Phước Bình, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất nền dự án,,1680000000,14 triệu/m2,,,,Đồng Nai,120 m2,Xã Phước Bình,
"Đường Quốc Lộ 20, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,,4500000000,"1,5 triệu/m2",,Đã có sổ,,Đồng Nai,3000 m2,Xã Túc Trưng,
"Đường 5m, Thị trấn Định Quán, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,51 m,4500000000,"1,5 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,3000 m2,Thị trấn Định Quán,59 m
"Đường 101, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,77 m,1550000000,"1,26 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,1233 m2,Xã Túc Trưng,15 m
"Đường 101, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Đông Nam,Mặt tiền,Đất thổ cư,33 m,4000000000,"6,77 triệu/m2",,Đã có sổ,,Đồng Nai,591 m2,Xã Túc Trưng,
"qlo, Thị trấn Định Quán, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Đông Nam,,Đất thổ cư,45 m,4000000,1.020 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,3919 m2,Thị trấn Định Quán,80 m
"Đường Quốc lộ 1A, Thị trấn Trảng Bom, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Tây,Mặt tiền,Đất thổ cư,18 m,1300000000,"14,44 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,90 m2,Thị trấn Trảng Bom,5 m
"Đường Hùng Vương, Xã Phú Đông, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,Đông Bắc,,Đất thổ cư,20 m,2468000000,"12,4 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,199 m2,Xã Phú Đông,10 m
"Đường 101, Xã Ngọc Định, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,64 m,8100000000,"2,03 triệu/m2",Nở hậu,,,Đồng Nai,4000 m2,Xã Ngọc Định,54 m
"Đường Quốc Lộ 51, Phường An Hoà, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Đất thổ cư,18 m,1200000000,"13,33 triệu/m2",,Đã có sổ,,Đồng Nai,90 m2,Phường An Hoà,5 m
"Đường Quốc lộ 1A, Phường Xuân Tân, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,Quốc lộ 1A,Nam,Mặt tiền,Đất thổ cư,50 m,10000000000,"3,84 triệu/m2",,Đã có sổ,,Đồng Nai,2605.8 m2,Phường Xuân Tân,53.22 m
"Đường Vành Đai 4, Xã Tây Hoà, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Đông Nam,,Đất công nghiệp,20 m,6000000,12.000 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,500 m2,Xã Tây Hoà,25 m
"Đường 101 nam lộ, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Đông Bắc,Mặt tiền,Đất thổ cư,33 m,4000000000,"6,77 triệu/m2",,Đã có sổ,,Đồng Nai,591 m2,Xã Túc Trưng,19 m
"Đường 101, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Đông Nam,,Đất thổ cư,50 m,2600000000,"1,48 triệu/m2",,Đã có sổ,,Đồng Nai,1754 m2,Xã Túc Trưng,31 m
"06, Đường Hùng Vương, Thị trấn Gia Ray, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,Mặt tiền,Đất thổ cư,45 m,250000000,454.545 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,550 m2,Thị trấn Gia Ray,12.2 m
"Đường 101, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,48 m,1650000000,"1,57 triệu/m2",,Đã có sổ,,Đồng Nai,1048 m2,Xã Túc Trưng,21 m
"Đường Quốc lộ 1A, Xã Hố Nai 3, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,Đất nền dự án,22 m,880000000,8 triệu/m2,,Đã có sổ,,Đồng Nai,110 m2,Xã Hố Nai 3,5 m
"Đường ĐT 769, Xã Bình Sơn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,Mặt tiền,Đất nền dự án,20 m,1800000000,18 triệu/m2,,Đã có sổ,,Đồng Nai,100 m2,Xã Bình Sơn,5 m
"Đường Quốc Lộ 20, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,,1650000000,"1,58 triệu/m2",,Đã có sổ,,Đồng Nai,1046 m2,Xã Túc Trưng,
"Đường Số 7, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,Mặt tiền,Đất nền dự án,,9750000000,15 triệu/m2,,Đã có sổ,,Đồng Nai,650 m2,Thị trấn Long Thành,
"Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Phân Khu 1,,Mặt tiền,Đất thổ cư,30 m,20000000,33.333 đ/m2,,Đã có sổ,,Đồng Nai,600 m2,Phường Phước Tân,20 m
"Đường Đinh Quang Ân, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Đất nông nghiệp,17.5 m,400000000,"4,71 triệu/m2",,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,85 m2,Phường Phước Tân,5 m
"Đường 101, Xã La Ngà, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Đông Nam,,Đất thổ cư,26 m,2900000000,"1,83 triệu/m2",,Đã có sổ,,Đồng Nai,1585 m2,Xã La Ngà,55 m
"Đường Liên Xã, Xã An Phước, Huyện Long Thành, Đồng Nai",Huyện Long Thành,Ấp 8,,,Đất công nghiệp,20 m,950000000,"9,5 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,100 m2,Xã An Phước,5 m
"Đường Võ Nguyên Giáp, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Khu cum công nghiệp phước tân,Đông,Mặt tiền,Đất thổ cư,130 m,1260000000,42 triệu/m2,,Đã có sổ,,Đồng Nai,30 m2,Phường Phước Tân,230 m
"Đường 20, Xã Đông Hoà, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Tây Nam,Mặt tiền,Đất thổ cư,79 m,1350000000,"1,35 triệu/m2",,Đã có sổ,,Đồng Nai,1000 m2,Xã Đông Hoà,13 m
"Đường Nam Cao, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Đất thổ cư,20 m,1100000000,"10,58 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,104 m2,Phường Phước Tân,5 m
"Đường 20, Xã Hưng Thịnh, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Đông Nam,,Đất nông nghiệp,40 m,950000000,550.724 đ/m2,Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,1725 m2,Xã Hưng Thịnh,47 m
"ấp 2, Xã Lâm San, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,,Tây Bắc,Mặt tiền,Đất nông nghiệp,200 m,8550000000,450.000 đ/m2,Nở hậu,Đã có sổ,,Đồng Nai,19000 m2,Xã Lâm San,50 m
"Đường Quốc Lộ 1, Xã Sông Thao, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,Đất nền dự án,30 m,180000000,"1,2 triệu/m2",,Đang chờ sổ,Hẻm xe hơi,Đồng Nai,150 m2,Xã Sông Thao,5 m
"Đường 101, Xã Ngọc Định, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Đông Nam,,Đất nông nghiệp,62 m,500000000,100.000 đ/m2,,Đã có sổ,,Đồng Nai,5000 m2,Xã Ngọc Định,26 m
"KDC Tam Phước, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,Mặt tiền,Đất thổ cư,83 m,6685000000,"3,93 triệu/m2",Nở hậu,Đã có sổ,,Đồng Nai,1700 m2,Phường Tam Phước,14 m
"suối cao xuân thành, Xã Xuân Bắc, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,,Đất công nghiệp,126 m,2650000000,"1,05 triệu/m2",,Đã có sổ,,Đồng Nai,2523 m2,Xã Xuân Bắc,20 m
"Đường Sóc Ba Buông, Xã Xuân Hòa, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,,Đất nông nghiệp,90 m,1200000000,483.091 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,2484 m2,Xã Xuân Hòa,35 m
"Đường 101, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Tây Bắc,Mặt tiền,Đất thổ cư,30 m,2100000000,"7,55 triệu/m2",,Đã có sổ,,Đồng Nai,278 m2,Xã Túc Trưng,10 m
"Bảo Quang - Bầu Cối, Xã Bảo Quang, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Nam,,Đất nông nghiệp,50 m,1400000000,"1,4 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,1000 m2,Xã Bảo Quang,21 m
"Đường ĐT 769, Xã Lộ 25, Huyện Thống Nhất, Đồng Nai",Huyện Thống Nhất,,Đông,,Đất nền dự án,21 m,980000000,"9,16 triệu/m2",,Đã có sổ,,Đồng Nai,107 m2,Xã Lộ 25,5 m
"Đường Quốc Lộ 20, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Tây Bắc,,Đất nông nghiệp,,950000000,95.180 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,9981 m2,Xã Túc Trưng,
"Đường ĐT 767, Xã Phú Lý, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,Mặt tiền,Đất thổ cư,230 m,4000000000,617.951 đ/m2,Nở hậu,,,Đồng Nai,6473 m2,Xã Phú Lý,295 m
"Hẻm 2, Đường Nguyễn Ái Quốc, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,Đất thổ cư,8 m,750000000,"12,5 triệu/m2",,Giấy tờ khác,,Đồng Nai,60 m2,Phường Hố Nai,8 m
"Đường Quang Trung, Phường Xuân Hoà, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,,,Đất thổ cư,20 m,2200000000,20 triệu/m2,,,,Đồng Nai,110 m2,Phường Xuân Hoà,5.2 m
"Đường ĐT 769, Xã Bình Sơn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,Mặt tiền,Đất thổ cư,20 m,16000000,160.000 đ/m2,,Đã có sổ,,Đồng Nai,100 m2,Xã Bình Sơn,5 m
"Xã Bảo Quang, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,,,Đất nông nghiệp,14 m,900000000,900.000 đ/m2,,Đã có sổ,,Đồng Nai,1000 m2,Xã Bảo Quang,74 m
