address,area,block,direction,land_feature,land_type,length,price,price_m2,property_back_condition,property_legal_document,property_road_condition,region,size,ward,width
"Đường 11, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,,Đất thổ cư,10 m,2950000000,"57,84 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,51 m2,Phường Linh Xuân,5 m
"Đường 8, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,Mặt tiền,Đất thổ cư,27 m,17500000000,"46,92 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,373 m2,Phường Linh Xuân,14 m
"Đường Cây Gõ, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất nông nghiệp,40 m,1900000000,"3,33 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,570 m2,Xã An Nhơn Tây,15 m
"Đường Trung An, Xã Trung An, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,200 m,95000000000,"5,64 triệu/m2",Nở hậu,Đã có sổ,,Tp Hồ Chí Minh,16838 m2,Xã Trung An,115 m
"trần xuân soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Quận 7,,,,Đất thổ cư,16 m,6800000000,"106,25 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,64 m2,Phường Tân Hưng,4 m
"Đường Dương Đình Hội, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",Quận 9,,,Mặt tiền,Đất nền dự án,25 m,60000000,300.000 đ/m2,,Đã có sổ,,Tp Hồ Chí Minh,200 m2,Phường Phước Long B,8 m
"Đường Tỉnh Lộ 7, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất nông nghiệp,31 m,625000000,"1,25 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,500 m2,Xã An Nhơn Tây,15 m
"Đường Đỗ Đình Nhân, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Đông Nam,Mặt tiền,Đất thổ cư,22 m,2600000000,"22,61 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,115 m2,Thị trấn Củ Chi,5 m
"đường 67, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,24.09 m,1850000000,"15,68 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,118.4 m2,Xã Tân Phú Trung,5 m
"Đường 37, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,Nam,Mặt tiền,Đất thổ cư,20 m,11000000000,55 triệu/m2,,Đã có sổ,,Tp Hồ Chí Minh,200 m2,Phường Hiệp Bình Chánh,10 m
"Huỳnh Thị Bằng, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Đông Bắc,Mặt tiền,Đất thổ cư,27 m,2700000000,"10,23 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,264 m2,Xã Phú Hòa Đông,10 m
"Trần Thị Dư, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Tây Bắc,Mặt tiền,Đất thổ cư,23 m,1150000000,"9,75 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,118 m2,Xã Tân An Hội,5 m
"Đặng Thị Tô, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Tây Bắc,Mặt tiền,Đất thổ cư,60 m,2600000000,"2,88 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,902 m2,Xã Trung Lập Hạ,15 m
"Phạm Thị Thàng, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Đông Nam,Mặt tiền,Đất nông nghiệp,24 m,750000000,"1,47 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,510 m2,Xã Phước Hiệp,45 m
"Đường Tỉnh lộ 107, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất nền dự án,14.55 m,1600000000,"19,75 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,81.7 m2,Xã Tân Thạnh Đông,5.53 m
"Đường 628, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Đông,Mặt tiền,Đất thổ cư,30 m,2700000000,"5,37 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,503 m2,Xã Phước Hiệp,17 m
"Đường 415, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Tây Bắc,Mặt tiền,Đất thổ cư,58 m,5400000000,"4,65 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,1161 m2,Xã Phước Vĩnh An,11 m
"Đường Ba Sa, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Bắc,Mặt tiền,Đất thổ cư,65 m,4100000000,"3,79 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,1082 m2,Xã Phước Hiệp,17 m
"đường số 13, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,Đông Nam,Mặt tiền,Đất thổ cư,25 m,8400000000,56 triệu/m2,,Đã có sổ,,Tp Hồ Chí Minh,150 m2,Phường Tam Bình,5 m
"Đường Lê Thánh Tông, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,50 m,6290000000,"12,58 triệu/m2",,,,Tp Hồ Chí Minh,500 m2,Xã Phú Hòa Đông,10 m
"Đường Châu Pha Suối Nghệ, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,60 m,6500000000,"4,71 triệu/m2",,,,Tp Hồ Chí Minh,1380 m2,Xã Nhuận Đức,23 m
"Đường Phạm Ngọc Thạch, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,26 m,8000000000,"7,89 triệu/m2",,,,Tp Hồ Chí Minh,1014 m2,Xã Nhuận Đức,39 m
"Đường Tỉnh lộ 15, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,,5200000000,"6,39 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,814 m2,Xã An Nhơn Tây,
"Khu dân cư Greenlife - 13C, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,Đông Bắc,,Đất nền dự án,,10400000000,"38,81 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,268 m2,Xã Phong Phú,
"Đường Lê Anh Xuân, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,22 m,3000000000,"5,05 triệu/m2",,,,Tp Hồ Chí Minh,594 m2,Xã Tân Phú Trung,27 m
"Đường Võ Giới Sơn, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,55 m,7300000000,"4,74 triệu/m2",,,,Tp Hồ Chí Minh,1540 m2,Xã Nhuận Đức,28 m
"Đường Phạm Ngọc Thạch, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,90 m,4150000000,988.095 đ/m2,,,,Tp Hồ Chí Minh,4200 m2,Xã Phú Hòa Đông,60 m
"Đường Tóc Tiên - Châu Pha, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,45 m,2000000000,"3,19 triệu/m2",,,,Tp Hồ Chí Minh,626 m2,Xã Bình Mỹ,15 m
"Đường Lê Thánh Tông, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,49 m,2100000000,"3,77 triệu/m2",,,,Tp Hồ Chí Minh,557 m2,Xã Bình Mỹ,11 m
"Đường Vạn Hạnh, Xã Phú Mỹ Hưng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,45 m,5000000000,"5,56 triệu/m2",,,,Tp Hồ Chí Minh,899 m2,Xã Phú Mỹ Hưng,20 m
"Đường Quốc Lộ 55, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,42 m,4600000000,"10,9 triệu/m2",,,,Tp Hồ Chí Minh,422 m2,Xã Nhuận Đức,10 m
"Đường Châu Pha, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,73 m,6550000000,"5,3 triệu/m2",,,,Tp Hồ Chí Minh,1237 m2,Xã An Nhơn Tây,17 m
"Đường Lam Sơn, Xã Trung Lập Thượng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,40 m,5000000000,"4,92 triệu/m2",,,,Tp Hồ Chí Minh,1017 m2,Xã Trung Lập Thượng,24 m
"Đường Nguyễn An Ninh, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,40 m,4100000000,"7,24 triệu/m2",,,,Tp Hồ Chí Minh,566 m2,Xã Nhuận Đức,15 m
"Đường Cao Bá Quát, Xã An Phú, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,57 m,7000000000,"7,58 triệu/m2",,,,Tp Hồ Chí Minh,923 m2,Xã An Phú,16 m
"Đường Mỹ Xuân, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,50 m,12000000000,15 triệu/m2,,,,Tp Hồ Chí Minh,800 m2,Xã Tân Thông Hội,16 m
"Đường Vạn Hạnh, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,92 m,33600000000,12 triệu/m2,,,,Tp Hồ Chí Minh,2800 m2,Xã Phước Vĩnh An,30 m
"Đường DH778, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,53 m,4500000000,"3,95 triệu/m2",,,,Tp Hồ Chí Minh,1138 m2,Xã Phước Hiệp,21 m
"Đường Số 2, Xã Trung Lập Thượng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,50 m,5590000000,"6,2 triệu/m2",,,,Tp Hồ Chí Minh,902 m2,Xã Trung Lập Thượng,18.5 m
"Đường Mỹ Xuân - Tóc Tiên, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,66 m,2400000000,"6,49 triệu/m2",,,,Tp Hồ Chí Minh,370 m2,Xã Phú Hòa Đông,6 m
"Đường Nguyễn An Ninh, Xã Phú Mỹ Hưng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,50 m,1790000000,"7,16 triệu/m2",,,,Tp Hồ Chí Minh,250 m2,Xã Phú Mỹ Hưng,5 m
"Đường Tạ Uyên, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,45 m,10350000000,"8,07 triệu/m2",,,,Tp Hồ Chí Minh,1283 m2,Xã Tân An Hội,24 m
"Đường Ngãi Giao, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,33 m,2650000000,"7,36 triệu/m2",,,,Tp Hồ Chí Minh,360 m2,Xã Phú Hòa Đông,10.6 m
"Đường Bến Đầm, Xã Trung Lập Thượng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,86 m,5000000000,"4,84 triệu/m2",,,,Tp Hồ Chí Minh,1032 m2,Xã Trung Lập Thượng,12 m
"Đường Vạn Hạnh, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,32 m,1400000000,"7,29 triệu/m2",,,,Tp Hồ Chí Minh,192 m2,Xã Phước Thạnh,6 m
"Đường Huỳnh Thúc Kháng, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,47 m,2300000000,"5,44 triệu/m2",,,,Tp Hồ Chí Minh,423 m2,Xã Phước Thạnh,9 m
"Đường Cao Bá Quát, Xã Trung Lập Thượng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,52 m,6000000000,"4,62 triệu/m2",,,,Tp Hồ Chí Minh,1300 m2,Xã Trung Lập Thượng,25 m
"Đường Võ Thị Sáu, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,77 m,2450000000,"2,12 triệu/m2",,,,Tp Hồ Chí Minh,1155 m2,Xã Tân Thạnh Đông,15 m
"Đường Huỳnh Thúc Kháng, Xã Trung Lập Thượng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,35 m,3000000000,"7,37 triệu/m2",,,,Tp Hồ Chí Minh,407 m2,Xã Trung Lập Thượng,10 m
"Đường Tạ Uyên, Xã Phạm Văn Cội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,100 m,6200000000,"6,17 triệu/m2",,,,Tp Hồ Chí Minh,1005 m2,Xã Phạm Văn Cội,10 m
"Long Phước, Phường Long Phước, Quận 9, Tp Hồ Chí Minh",Quận 9,,,,Đất nông nghiệp,27 m,1850000000,"10,39 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,178 m2,Phường Long Phước,7 m
"Đường D2, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,55 m,15200000000,"7,09 triệu/m2",,,,Tp Hồ Chí Minh,2145 m2,Xã Tân Phú Trung,39 m
"Đường Hội Bài, Xã Trung Lập Thượng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,58 m,3000000000,"1,53 triệu/m2",,,,Tp Hồ Chí Minh,1955 m2,Xã Trung Lập Thượng,36 m
"Đường Văn Can, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,43 m,18500000000,"8,12 triệu/m2",,,,Tp Hồ Chí Minh,2279 m2,Xã Tân Phú Trung,53 m
"Đường Võ Thị Sáu, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,107 m,61000000000,"5,18 triệu/m2",,,,Tp Hồ Chí Minh,11770 m2,Xã Thái Mỹ,110 m
"Đường Phước Tân, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,180 m,29600000000,"3,5 triệu/m2",,,,Tp Hồ Chí Minh,8460 m2,Xã Nhuận Đức,47 m
"Đường Châu Pha, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,45 m,5500000000,"2,04 triệu/m2",,,,Tp Hồ Chí Minh,2700 m2,Xã Phước Hiệp,60 m
"Đường Quốc Lộ 22M, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,55 m,21000000000,"5,09 triệu/m2",,,,Tp Hồ Chí Minh,4125 m2,Xã An Nhơn Tây,75 m
"Đường Cái Mép, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,50 m,40000000000,"9,41 triệu/m2",,,,Tp Hồ Chí Minh,4250 m2,Xã An Nhơn Tây,85 m
"Đường Ngọc Hà, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,42 m,2250000000,"2,68 triệu/m2",,,,Tp Hồ Chí Minh,840 m2,Xã An Nhơn Tây,20 m
"Đường Tạ Uyên, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,120 m,7900000000,"1,65 triệu/m2",,,,Tp Hồ Chí Minh,4800 m2,Xã Tân Thạnh Đông,40 m
"Đường Châu Pha, Xã Phạm Văn Cội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,50 m,7200000000,"5,54 triệu/m2",,,,Tp Hồ Chí Minh,1300 m2,Xã Phạm Văn Cội,26 m
"Đường DH778, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,28 m,1500000000,"2,44 triệu/m2",,,,Tp Hồ Chí Minh,616 m2,Xã Nhuận Đức,22 m
"Đường Hà Huy Giáp, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,55 m,20000000000,"9,09 triệu/m2",,,,Tp Hồ Chí Minh,2200 m2,Xã Phước Vĩnh An,40 m
"Đường Châu Pha - Tóc Tiên, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,106 m,10200000000,"3,85 triệu/m2",,,,Tp Hồ Chí Minh,2650 m2,Xã Tân An Hội,25 m
"Đường Võ Thị Sáu, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,32 m,3550000000,"2,36 triệu/m2",,,,Tp Hồ Chí Minh,1504 m2,Xã An Nhơn Tây,47 m
"Đường Nguyễn Thị Minh Khai, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,45 m,1850000000,"1,64 triệu/m2",,,,Tp Hồ Chí Minh,1125 m2,Xã Phú Hòa Đông,25 m
"Đường Nguyễn Tất Thành, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,14 m,3300000000,"2,72 triệu/m2",,,,Tp Hồ Chí Minh,1214 m2,Xã Trung Lập Hạ,103 m
"Đường Văn Can, Xã An Phú, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,100 m,5330000000,859.677 đ/m2,,,,Tp Hồ Chí Minh,6200 m2,Xã An Phú,62 m
"Đường Lê Anh Xuân, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,90 m,6000000000,"1,5 triệu/m2",,,,Tp Hồ Chí Minh,4000 m2,Xã Thái Mỹ,80 m
"Đường Cao Bá Quát, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,30 m,6000000000,"2,57 triệu/m2",,,,Tp Hồ Chí Minh,2334 m2,Xã Nhuận Đức,80 m
"Đường Tóc Tiên - Châu Pha, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,108 m,5500000000,"1,62 triệu/m2",,,,Tp Hồ Chí Minh,3391 m2,Xã Thái Mỹ,35 m
"Đường Quốc Lộ 55, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,66 m,19500000000,"5,99 triệu/m2",,,,Tp Hồ Chí Minh,3256 m2,Xã Tân Phú Trung,52 m
"Đường Nguyễn Tất Thành, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,70 m,10300000000,3 triệu/m2,,,,Tp Hồ Chí Minh,3439 m2,Xã Phú Hòa Đông,55 m
"Đường Châu Pha, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,140 m,7000000000,"2,2 triệu/m2",,,,Tp Hồ Chí Minh,3189 m2,Xã An Nhơn Tây,25 m
"Đường Nguyễn An Ninh, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,70 m,1150000000,"1,76 triệu/m2",,,,Tp Hồ Chí Minh,652 m2,Xã Nhuận Đức,9 m
"Đường Hội Bài, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,28 m,1550000000,"11,07 triệu/m2",,,,Tp Hồ Chí Minh,140 m2,Xã Nhuận Đức,5 m
