address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,furnishing_sell,price,price_m2,property_legal_document,property_status,region,rooms,size,toilets,unitnumber,ward
"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,Chung cư,Quận Tân Phú,,,,,,2150000000,"27,56 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,78 m²,2 phòng,,Phường Phú Thọ Hòa
"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,,A B,,,Nội thất cao cấp,3200000000,"45,71 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,70 m²,2 phòng,,Phường Phú Mỹ
"Nguyễn Xiễn, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 9,,,,,Nội thất cao cấp,50000000,632.911 đ/m²,Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,79 m²,2 phòng,,Phường Long Thạnh Mỹ
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,,,,,,3620000000,"54,85 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,66 m²,2 phòng,,Phường Tân Thuận Tây
"Đường Số 3, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Bình Tân,Bắc,,Nam,,,1420000000,"25,82 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,55 m²,1 phòng,,Phường Tân Tạo A
"336/20 Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",,Chung cư,Quận 6,,,,8,Hoàn thiện cơ bản,2700000000,"52,94 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,51 m²,1 phòng,,Phường 12
"Đường 23, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",,Chung cư,Quận Thủ Đức,,c2,Đông,,Nội thất đầy đủ,1850000000,"34,26 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,54 m²,1 phòng,,Phường Hiệp Bình Chánh
"Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Tân Phú,Đông Nam,,Nam,,,1800000000,30 triệu/m²,Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,2 phòng,,Phường Hòa Thạnh
"Đường D7, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,,,,Nội thất cao cấp,1700000000,"30,36 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,56 m²,1 phòng,,Phường Phú Hữu
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,,,,Hoàn thiện cơ bản,1889000000,"32,02 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,59.1 m²,1 phòng,,Phường Long Thạnh Mỹ
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,,X,,8,Nội thất cao cấp,5000000000,"45,87 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,109 m²,2 phòng,,Phường Tân Hưng
"C8.26, Chung Cư D1, Khu Dân Cư Phú Lợi, Phường 7, Quận 8, Tp Hồ Chí Minh",,Chung cư,Quận 8,,C,,8,Nội thất đầy đủ,1970000000,"25,26 triệu/m2",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,78 m2,1 phòng,C8.26,Phường 7
"Đường Cách Mạng Tháng Tám, Phường 4, Quận 3, Tp Hồ Chí Minh",,Căn hộ dịch vụ,Quận 3,,,,,,1300000000,65 triệu/m²,,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,20.8 m²,1 phòng,,Phường 4
"Đường Tên Lửa, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,B,Đông Bắc,,Hoàn thiện cơ bản,480000000,8 triệu/m²,Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,2 phòng,,Phường An Lạc
"Số 01, Số 01 Đường Số 104, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 2,,,,,,3100000000,62 triệu/m²,Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,50 m²,1 phòng,,Phường Bình Trưng Tây
"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,,2000000000,"37,74 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,53 m²,1 phòng,,Phường Bình Trị Đông B
"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,10,,10,,48000000,578.313 đ/m²,Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,83 m²,2 phòng,,Phường Bình Trị Đông B
"049, Đường Bình Quới, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh",,Chung cư,Quận Bình Thạnh,,,,,,1300000000,"43,33 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,30 m²,1 phòng,,Phường 27
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",,Chung cư,Huyện Bình Chánh,Đông Nam,,Tây Bắc,,,2846735000,"41,26 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,69 m²,2 phòng,,Thị trấn Tân Túc
"A1308, Đường D7, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,A,,13,Bàn giao thô,1720000000,"30,71 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,56.72 m²,1 phòng,A1308,Phường Phú Hữu
"Số 510, Số 510 Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",,Officetel,Quận Bình Tân,,,,,,2300000000,"38,33 triệu/m²",,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,1 phòng,,Phường An Lạc A
"Đường Tên Lửa, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,A,Đông Nam,,,500000000,"8,33 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,2 phòng,,Phường An Lạc
"9, Đường Tên Lửa, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,Hoàn thiện cơ bản,2100000000,60 triệu/m²,Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,35 m²,1 phòng,,Phường Bình Trị Đông
"Đường Song Hành, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,Tây,Block B,Đông,10,Hoàn thiện cơ bản,2900000000,"38,16 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,76 m²,2 phòng,10.05,Phường Phú Hữu
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,,,,,2880000000,"42,99 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,67 m²,2 phòng,,Phường Phú Hữu
"Đường 20, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Thủ Đức,Nam,,Đông,,Nội thất cao cấp,2500000000,"33,33 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,75 m²,2 phòng,,Phường Hiệp Bình Chánh
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,,,,Hoàn thiện cơ bản,2080000000,"35,25 triệu/m²",Giấy tờ khác,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,59 m²,1 phòng,,Phường Long Thạnh Mỹ
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,Chung cư,Quận Tân Phú,Bắc,,Nam,,,8820000000,"55,13 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,160 m²,2 phòng,,Phường Sơn Kỳ
"Đường Hoa Lâm Tên Lửa, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Bình Tân,Đông Nam,"BLUE MOON, VIOLET MOON",Đông Nam,20,Nội thất cao cấp,3000000000,50 triệu/m²,Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,2 phòng,,Phường An Lạc A
"09, Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,Hoàn thiện cơ bản,2000000000,"30,77 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,,Phường Bình Trị Đông B
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,Penthouse,Quận 12,,,,,,6200000000,"53,91 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,115 m²,2 phòng,,Phường Thạnh Xuân
"Đường Số 7, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Căn góc,Officetel,Quận Bình Tân,,B,,,Nội thất đầy đủ,2300000000,"37,1 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,62 m²,2 phòng,,Phường An Lạc
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,Căn hộ dịch vụ,Quận 12,Tây,p2,Đông,3,Hoàn thiện cơ bản,2208000000,46 triệu/m²,Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,48 m²,1 phòng,p2.03.05,Phường Thạnh Xuân
"192, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 2,Đông Nam,,Tây Bắc,9,Nội thất cao cấp,10000000000,"116,28 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,86 m²,2 phòng,,Phường Thảo Điền
"341/13a, Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",,Chung cư,Quận Tân Phú,Đông,,Đông,,Hoàn thiện cơ bản,2850000000,"38,51 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,74 m²,2 phòng,,Phường Phú Trung
"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",,Chung cư,Quận Thủ Đức,,,,,Hoàn thiện cơ bản,1500000000,30 triệu/m²,Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,50 m²,1 phòng,,Phường Hiệp Bình Chánh
"Đường Nguyễn Cơ Trạch, Khu đô thị Thủ Thiêm, P. Bình An, Quận 2, Tp.HCM",Căn góc,Chung cư,Quận 2,Đông Bắc,tháp seine,Đông Bắc,8,Nội thất đầy đủ,9420513000,"149,53 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,63.85 m²,1 phòng,08.01,Phường Bình An
"TX13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 12,,2,,,,2500000000,"38,46 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,,Phường Thạnh Xuân
"TX13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,Chung cư,Quận 12,,,,,,2300000000,"35,38 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,,Phường Thạnh Xuân
"Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 12,,2,,,,2500000000,"38,46 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,,Phường Thạnh Xuân
"Số 510, Số 510 Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Bình Tân,Tây Nam,v,Đông Nam,14,Nội thất đầy đủ,3600000000,"55,38 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,v03-13,Phường An Lạc A
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Penthouse,Quận 9,,,Nam,,,650000000,"10,32 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,63 m²,2 phòng,,Phường Long Thạnh Mỹ
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",,Chung cư,Quận 12,Nam,,Bắc,,Hoàn thiện cơ bản,2500000000,"43,86 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,57 m²,1 phòng,,Phường Thạnh Xuân
"TX13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,Chung cư,Quận 12,,,,,,2300000000,"35,38 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,,Phường Thạnh Xuân
"Đường Nguyễn Cơ Trạch, Khu đô thị Thủ Thiêm, P. Bình An, Quận 2, Tp.HCM, Phường Bình An, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,,,,,,45500000000,"244,62 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,4 phòng,186 m²,3 phòng,,Phường Bình An
"Đường Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",,Chung cư,Quận 8,,,,,,1700000000,"27,42 triệu/m²",,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,62 m²,1 phòng,,Phường 7
"629 kinh dương vương, an lạc, bình tân, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,,1600000000,"28,57 triệu/m2",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,56 m2,1 phòng,,Phường An Lạc
"Đường Tên Lửa, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,,2400000000,48 triệu/m²,Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,50 m²,,,Phường Bình Trị Đông
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 9,,S2,,23,Nội thất cao cấp,2899000000,"41,41 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,70 m²,2 phòng,0316,Phường Long Thạnh Mỹ
"Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,,A,Đông Nam,11,Nội thất cao cấp,3650000000,"53,68 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,68 m²,2 phòng,,Phường An Phú
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",,Chung cư,Quận 6,,A,,,,1137000000,"23,69 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,48 m²,2 phòng,,Phường 10
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",,Chung cư,Quận 6,,,,,,1315000000,"29,89 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,44 m²,2 phòng,,Phường 10
"Đường Phạm Hữu Lầu, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,Chung cư,Huyện Nhà Bè,,,,,Nội thất cao cấp,4000000000,"56,34 triệu/m²",Giấy tờ khác,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,71 m²,,,Xã Phước Kiển
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",,Căn hộ dịch vụ,Huyện Bình Chánh,,,,,Nội thất cao cấp,599000000,"10,15 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,59 m²,2 phòng,,Thị trấn Tân Túc
"đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",,Chung cư,Quận 8,,,,,,3000000000,"51,72 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,58 m²,1 phòng,,Phường 5
"239 – 241 – 278, 239 – 241 – 278  Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Tân Phú,Đông Bắc,,Tây Nam,,Nội thất cao cấp,4200000000,"46,15 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,91 m²,2 phòng,,Phường Hiệp Tân
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 12,Đông Nam,5,,,Nội thất cao cấp,2699000000,"31,75 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,85 m²,2 phòng,,Phường Thạnh Xuân
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",,Chung cư,Huyện Bình Chánh,,,,,Nội thất cao cấp,599000000,"9,98 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,2 phòng,,Thị trấn Tân Túc
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,Chung cư,Huyện Nhà Bè,Tây,,Đông Nam,,,3200000000,"42,67 triệu/m²",,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,75 m²,2 phòng,,Xã Phước Kiển
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Tân Phú,,,Đông Nam,,Bàn giao thô,34000000000,"77,27 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,6 phòng,440 m²,Nhiều hơn 6 phòng,,Phường Sơn Kỳ
"Nơ Trang Long, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",,Căn hộ dịch vụ,Quận Bình Thạnh,,,,,Nội thất đầy đủ,1245000000,"37,73 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,33 m²,1 phòng,,Phường 12
"785/1, Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Tân Phú,Đông Bắc,,Nam,1,,2700000000,"33,33 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,81 m²,2 phòng,B2.1,Phường Phú Thọ Hòa
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,Chung cư,Huyện Nhà Bè,Bắc,,Nam,,Nội thất đầy đủ,3800000000,"50,67 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,75 m²,2 phòng,,Xã Phước Kiển
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 9,Đông Nam,,Tây Bắc,,Nội thất cao cấp,5800000000,"64,44 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,90 m²,2 phòng,,Phường Long Thạnh Mỹ
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",Căn góc,Duplex,Huyện Bình Chánh,,Mekong,,18,Nội thất cao cấp,1800000000,"30,51 triệu/m²",Đã có sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,59 m²,2 phòng,D 18 20,Thị trấn Tân Túc
"9, Đường Tên Lửa 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,,3900000000,"55,71 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,70 m²,2 phòng,,Phường Bình Trị Đông
"Khu Đô Thị Vĩnh Lộc, Bình Hưng Hòa, Bình Tân, TpHCM, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,A,,,Hoàn thiện cơ bản,1350000000,"27,55 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,49.4 m²,1 phòng,,Phường Bình Hưng Hoà B
